team1_pick1,team1_pick2,team1_pick3,team1_pick4,team1_pick5,team2_pick1,team2_pick2,team2_pick3,team2_pick4,team2_pick5,team1_wins
Corki,Lillia,Renekton,Xayah,Rakan,Nocturne,Ashe,Dr. Mundo,Leona,Vel'Koz,0
Azir,Skarner,Jayce,Ezreal,Leona,Naafiri,Rumble,Ahri,Jhin,Poppy,0
Naafiri,Sion,Taliyah,Ezreal,Braum,Xin Zhao,Miss Fortune,Cho'Gath,Alistar,Hwei,1
Orianna,Xin Zhao,Lulu,Tristana,Sion,Corki,Naafiri,Rell,Viktor,Darius,1
Naafiri,Ahri,Varus,Renekton,Alistar,Pantheon,Viktor,Jhin,Yorick,Poppy,0
Xin Zhao,Jhin,Azir,Thresh,K'Sante,Varus,Pantheon,Aurora,Nautilus,Poppy,0
Varus,Lillia,Ryze,Yorick,Braum,Renekton,Nidalee,Miss Fortune,Alistar,Galio,0
Rell,Taliyah,Ezreal,Garen,Talon,Gwen,Alistar,Miss Fortune,Xerath,Sejuani,1
Skarner,Gwen,Jhin,Nautilus,Viktor,Rumble,Varus,Rell,Sejuani,Sylas,1
Rakan,Kai'Sa,Ambessa,Syndra,Pantheon,Gwen,Varus,Nautilus,Gnar,Azir,0
Xin Zhao,Hwei,Miss Fortune,Leona,Ornn,Ryze,Skarner,Kai'Sa,Neeko,Aatrox,0
Varus,Vi,Akali,Malphite,Alistar,Yone,Sejuani,Ambessa,Sivir,Nautilus,1
Jayce,Pantheon,Ryze,Poppy,Ziggs,Corki,Leona,Ahri,Ambessa,Nocturne,1
Jayce,Jarvan IV,Xayah,Poppy,Swain,Ambessa,Kai'Sa,Ivern,Neeko,Mel,0
Taliyah,Leona,Renekton,Lillia,Jhin,Miss Fortune,Hwei,Braum,Gangplank,Vi,0
Jayce,Lillia,Miss Fortune,Sylas,Rell,Naafiri,Varus,Yorick,Alistar,Taliyah,1
Corki,Senna,Cassiopeia,Riven,Sejuani,Miss Fortune,Rell,Yone,Rumble,Naafiri,1
Varus,Sejuani,Yone,Alistar,Vladimir,Taliyah,Naafiri,Sion,Kai'Sa,Rakan,0
Zyra,Jhin,Morgana,Maokai,Ornn,Ashe,Leona,Nocturne,Viktor,Kayle,1
Gwen,Sejuani,Yone,Jhin,Leona,Aurora,Corki,Rakan,Xin Zhao,Ahri,0
Kalista,Gwen,Azir,Pantheon,Nautilus,Rumble,Jayce,Poppy,Nilah,Leona,0
Xin Zhao,Ahri,Yorick,Jinx,Nautilus,Pantheon,Azir,Shen,Ezreal,Leona,1
Yone,Sejuani,Miss Fortune,Neeko,Jax,Aurora,Xin Zhao,Ezreal,Alistar,Malphite,1
Xin Zhao,Rumble,Taliyah,Poppy,Miss Fortune,Ahri,Jax,Leona,Gwen,Jhin,1
Rumble,Miss Fortune,Rell,Jarvan IV,Hwei,Jayce,Lillia,Galio,Caitlyn,Braum,1
Rell,Pantheon,Taliyah,Jhin,Sion,Maokai,Braum,Hwei,Caitlyn,Aatrox,0
Xin Zhao,Gwen,Azir,Corki,Leona,Ahri,Naafiri,Ambessa,Varus,Rakan,1
Vi,Gwen,Jayce,Ezreal,Neeko,Rumble,Xin Zhao,Ashe,Gragas,Rell,1
Viktor,Poppy,Gnar,Wukong,Kai'Sa,Orianna,Jarvan IV,Yasuo,Rakan,Xayah,1
Varus,Sejuani,Yone,Rell,Gragas,Naafiri,Ahri,Nautilus,Kai'Sa,Sion,0
Sejuani,Jhin,Ahri,Garen,Nautilus,Taliyah,Miss Fortune,Skarner,Jax,Alistar,0
Rumble,Naafiri,Ahri,Corki,Rell,Taliyah,Pantheon,Kai'Sa,Warwick,Alistar,0
Gwen,Sejuani,Miss Fortune,Tristana,Alistar,Jayce,Vi,Aurora,Xayah,Poppy,1
Xin Zhao,Sylas,Ambessa,Zeri,Rell,Pantheon,Ahri,Kai'Sa,Aatrox,Nautilus,0
Yone,Ezreal,Sejuani,Ambessa,Rakan,Azir,Xin Zhao,Miss Fortune,Nautilus,Wukong,1
Gwen,Skarner,Neeko,Tristana,Sylas,Jayce,Vi,Viktor,Xayah,Renata Glasc,1
Kalista,Taliyah,Pantheon,Jayce,Nautilus,Xin Zhao,Azir,Corki,Alistar,Gragas,0
Naafiri,Ryze,Miss Fortune,Bard,Gnar,Viktor,Sejuani,Renekton,Rakan,Xayah,0
Varus,Skarner,Azir,Alistar,Renekton,Zeri,Nocturne,Rakan,Xerath,Aatrox,1
Rumble,Sejuani,Corki,Lucian,Milio,Galio,Pantheon,Cassiopeia,Kalista,Nautilus,0
Azir,Skarner,Gwen,Xayah,Rakan,Yone,Ezreal,Ambessa,Xin Zhao,Braum,1
Viktor,Jhin,Rumble,Naafiri,Rakan,Vi,Varus,Azir,K'Sante,Nautilus,1
Naafiri,Gwen,Sion,Lucian,Braum,Nocturne,Orianna,Galio,Ezreal,Seraphine,0
Jayce,Miss Fortune,Taliyah,Jax,Alistar,Xin Zhao,Azir,Sion,Corki,Rell,1
Rumble,Ahri,Wukong,Draven,Nautilus,Jayce,Taliyah,Maokai,Alistar,Kai'Sa,1
Ambessa,Vi,Taliyah,Jinx,Lulu,Maokai,Corki,Poppy,Ryze,Elise,0
Ryze,Xin Zhao,Jayce,Zeri,Braum,Taliyah,Ezreal,Sion,Nocturne,Senna,0
Vi,Rakan,Ahri,Kai'Sa,Ambessa,Ezreal,Karma,Sylas,Viego,Aatrox,0
Rumble,Sejuani,Yone,Jhin,Rakan,Viktor,Skarner,Varus,Aurora,Poppy,1
Viego,Ryze,Ashe,Thresh,Sion,Corki,Renekton,Rell,Jhin,Karthus,0
Varus,Vi,Sion,Rakan,Ahri,Jayce,Ashe,Azir,Braum,Pantheon,1
Gwen,Pantheon,Sylas,Xayah,Elise,Ahri,Naafiri,Ambessa,Ezreal,Rell,1
Vi,Gwen,Ahri,Ashe,Braum,Ezreal,Viktor,K'Sante,Xin Zhao,Neeko,0
Renata Glasc,Kalista,Nocturne,Ornn,LeBlanc,Draven,Xin Zhao,Neeko,Aurora,Ambessa,0
Vi,Gwen,Taliyah,Ezreal,Poppy,Naafiri,Miss Fortune,Ambessa,Orianna,Braum,1
Gwen,Azir,Ezreal,K'Sante,Karma,Pantheon,Sejuani,Aurora,Zeri,Yuumi,0
Naafiri,Sion,Ahri,Miss Fortune,Rell,Rumble,Pantheon,Kai'Sa,Sylas,Leona,0
Taliyah,Wukong,Miss Fortune,Yorick,Nautilus,Viego,Sion,Galio,Alistar,Lucian,1
Jayce,Maokai,Corki,Sylas,Rakan,Varus,Xin Zhao,Ahri,Alistar,Sion,0
Yone,Zeri,Yuumi,Lillia,Sion,Lucian,Nami,Maokai,Tristana,Aatrox,0
Viktor,Kindred,Galio,Jhin,Maokai,Rumble,Nocturne,Hwei,Ashe,Alistar,0
Lillia,Ambessa,Zeri,Braum,Lee Sin,Gwen,Corki,Xin Zhao,Poppy,Azir,0
Azir,Poppy,Ambessa,Rell,Ezreal,Rumble,Naafiri,Ahri,Varus,Nautilus,1
Rumble,Miss Fortune,Azir,Naafiri,Alistar,Varus,Rell,K'Sante,Taliyah,Xin Zhao,0
Jayce,Sejuani,Ezreal,Sylas,Nautilus,Ambessa,Ahri,Kai'Sa,Ornn,Rakan,1
Varus,Xin Zhao,Karma,Rell,Akali,Rumble,Sejuani,Corki,Ezreal,Alistar,1
Kalista,Sejuani,Yone,Jax,Gragas,Nidalee,Renekton,Corki,Pantheon,Braum,1
Maokai,Yone,Miss Fortune,Rumble,Nautilus,Naafiri,Kai'Sa,Rell,Azir,Aatrox,1
Rumble,Taliyah,Pantheon,Kai'Sa,Nautilus,Naafiri,Varus,Galio,Rell,Sylas,0
Vi,Galio,Miss Fortune,Aurora,Pyke,Rumble,Varus,Ryze,Pantheon,Rell,0
Pantheon,Leona,Cho'Gath,Zeri,Renekton,Poppy,Viktor,Ashe,Thresh,Jax,0
Maokai,Jayce,Kai'Sa,Rell,Azir,Miss Fortune,Yone,Sejuani,Ambessa,Rakan,0
Jayce,Sejuani,Leona,Irelia,Zeri,Tristana,Ivern,Braum,Sivir,Malphite,0
Miss Fortune,Viego,Leona,Viktor,Sion,Alistar,Taliyah,Gnar,Jhin,Wukong,0
Azir,Xin Zhao,Sion,Ashe,Braum,Sejuani,Yone,Ezreal,Alistar,Yorick,1
Orianna,Maokai,Camille,Amumu,Tristana,Sejuani,Ambessa,Rakan,Jhin,Volibear,1
Viktor,Skarner,Corki,Neeko,Sion,Xin Zhao,Taliyah,Jinx,Rakan,Dr. Mundo,1
Vi,Rumble,Azir,Ashe,Alistar,Xin Zhao,Taliyah,K'Sante,Jhin,Pyke,1
Rumble,Xin Zhao,Varus,Alistar,Hwei,Corki,Maokai,Galio,Jhin,Poppy,1
Ryze,Nidalee,Viego,Caitlyn,Elise,Kalista,Renata Glasc,Ambessa,Orianna,Nocturne,0
Gwen,Ivern,Corki,Varus,Nautilus,Skarner,Ezreal,Jayce,Ahri,Leona,0
Gwen,K'Sante,Alistar,Ezreal,Azir,Ambessa,Sejuani,Kai'Sa,Poppy,Syndra,0
Varus,Maokai,Alistar,Jax,Jayce,Ezreal,Vi,Taliyah,Braum,K'Sante,1
Vi,Renata Glasc,Draven,Ornn,Akali,Kalista,Naafiri,Ashe,Sion,Lissandra,0
Azir,Naafiri,Gwen,Jhin,Neeko,Hwei,Xin Zhao,Rell,Kai'Sa,Galio,1
Gwen,Sejuani,Yone,Corki,Nautilus,Taliyah,Jax,Lillia,Jhin,Alistar,1
Jayce,Lillia,Sion,Caitlyn,Braum,Taliyah,Sejuani,Smolder,Miss Fortune,Rell,0
Miss Fortune,Leona,Zyra,Aatrox,Gragas,Nautilus,Corki,Pantheon,Sion,Aurelion Sol,0
Neeko,Varus,Gnar,Skarner,Hwei,Xin Zhao,Ryze,Ambessa,Lucian,Nami,0
Vi,Ahri,Ashe,Jax,Renata Glasc,Yone,Maokai,Jhin,Nautilus,Cho'Gath,0
Vi,Ahri,Kai'Sa,Rumble,Rell,Taliyah,Pantheon,Xayah,Gwen,Alistar,1
Varus,Jax,Ahri,Aatrox,Alistar,Rumble,Xin Zhao,Miss Fortune,Galio,Rell,1
Varus,Nidalee,Leona,Sion,Tristana,Miss Fortune,Maokai,Rakan,Aurora,Corki,1
Kalista,Nautilus,Ryze,Nocturne,Renekton,Neeko,Skarner,Jhin,Hwei,Ambessa,1
Ambessa,Xin Zhao,Neeko,Caitlyn,Aurelion Sol,Viktor,Sejuani,Renekton,Zeri,Blitzcrank,1
Sejuani,Jayce,Sylas,Lucian,Nami,Maokai,Corki,Sion,Ezreal,Karma,1
Gwen,Sejuani,Corki,Jhin,Alistar,Azir,Skarner,Vladimir,Miss Fortune,Rakan,1
Varus,Rumble,Nautilus,Tristana,Poppy,Ezreal,Pantheon,Galio,Alistar,Ryze,1
Varus,Xin Zhao,Ryze,Aatrox,Leona,Ezreal,Naafiri,Viktor,Renekton,Braum,0
Xin Zhao,Rell,Kai'Sa,K'Sante,Ahri,Corki,Volibear,Braum,Renekton,Viktor,1
Azir,Xin Zhao,Rumble,Jhin,Rell,Naafiri,Taliyah,Ryze,Miss Fortune,Nautilus,0
Jayce,Akali,Xin Zhao,Kai'Sa,Nautilus,Sejuani,Yone,Ambessa,Ziggs,Braum,1
Kalista,Sylas,Sejuani,Alistar,Renekton,Ezreal,Ahri,Leona,Wukong,Gragas,1
Vi,Varus,Rell,Jax,Ahri,Maokai,Tristana,Ezreal,Karma,Gragas,0
Yone,Ziggs,Lillia,Pantheon,Sion,Ambessa,Varus,Maokai,Blitzcrank,Aatrox,0
Vi,Kai'Sa,Neeko,Aurora,Aatrox,Rumble,Taliyah,Naafiri,Nautilus,Draven,1
Azir,Xin Zhao,Ezreal,Elise,Gragas,Yone,Lillia,Sion,Miss Fortune,Pantheon,1
Naafiri,Ambessa,Ahri,Zeri,Rakan,Xin Zhao,Gwen,Ryze,Kai'Sa,Rell,1
Jayce,Sejuani,Yone,Jhin,Poppy,Azir,Yorick,Skarner,Alistar,Tristana,0
Gwen,Sejuani,Corki,Yone,Alistar,Xin Zhao,Kalista,Fiora,Ahri,Nautilus,0
Rumble,Taliyah,Vi,Miss Fortune,Nautilus,Galio,Naafiri,Akali,Alistar,Jhin,1
Xin Zhao,Jayce,Viktor,Xayah,Rakan,Rumble,Azir,Skarner,Varus,Neeko,0
Jayce,Lillia,Miss Fortune,Rakan,Yorick,Sion,Zyra,Ashe,Taliyah,Neeko,0
Xin Zhao,Sion,Ryze,Tristana,Rell,Pantheon,Kai'Sa,Ambessa,Viktor,Poppy,0
Corki,Lillia,Renekton,Jhin,Rell,Miss Fortune,Ahri,Leona,Wukong,Shen,1
Rumble,Skarner,Aurora,Draven,Nautilus,Yone,Sejuani,Jayce,Kai'Sa,Rell,0
Rumble,Tristana,Skarner,Jhin,Nautilus,Yone,Sejuani,Gwen,Miss Fortune,Rell,0
Sejuani,Ezreal,Braum,Yorick,Zoe,Ambessa,Kai'Sa,Alistar,Taliyah,Camille,0
Vi,Jax,Ahri,Jhin,Neeko,Viego,Taliyah,Alistar,Ambessa,Miss Fortune,0
Neeko,Xin Zhao,Ezreal,Ryze,Renekton,Kalista,Renata Glasc,Pantheon,Yorick,Azir,1
Taliyah,Lee Sin,Sion,Lucian,Braum,Kai'Sa,Ambessa,Nocturne,Alistar,Aurora,1
Naafiri,Gwen,Corki,Ahri,Leona,Taliyah,Rumble,Vi,Rell,Jhin,0
Azir,Ashe,Braum,Xin Zhao,Aatrox,Pantheon,Miss Fortune,Rakan,Viktor,Gnar,1
Rumble,Naafiri,Taliyah,Jhin,Alistar,Pantheon,Ashe,Ornn,Azir,Seraphine,1
Miss Fortune,Wukong,Yone,Rakan,Ahri,Sejuani,Corki,Orianna,Rell,Gnar,0
Xin Zhao,Kai'Sa,Ryze,Neeko,Aatrox,Varus,Nidalee,Renekton,Tristana,Blitzcrank,1
Rumble,Vi,Varus,Orianna,Leona,Ambessa,Miss Fortune,Wukong,Hwei,Alistar,1
Varus,Ambessa,Wukong,Neeko,Ryze,Rumble,Vi,Jhin,Ahri,Rakan,0
Aurora,Skarner,Nilah,Aatrox,Rakan,Kalista,Xin Zhao,Neeko,Cassiopeia,Ornn,1
Azir,Xin Zhao,Ezreal,Alistar,Renekton,Miss Fortune,Taliyah,Rell,Kha'Zix,Yorick,0
Varus,Darius,Naafiri,Annie,Rell,Gwen,Vi,Jhin,Corki,Alistar,1
Jayce,Jax,Ryze,Jhin,Karma,Rumble,Xin Zhao,Viktor,Miss Fortune,Nautilus,1
Sejuani,Aatrox,Taliyah,Ashe,Braum,Maokai,Miss Fortune,Hwei,Gnar,Rakan,0
Varus,Maokai,Azir,Shen,Poppy,Pantheon,Taliyah,Ambessa,Tristana,Braum,0
Neeko,Wukong,Ahri,Xayah,Renekton,Xin Zhao,Nautilus,Galio,Kai'Sa,K'Sante,0
Naafiri,Galio,Ezreal,Sylas,Braum,Rumble,Ahri,Xin Zhao,Alistar,Lucian,0
Xin Zhao,Gnar,Ezreal,Rell,Azir,Gwen,Pantheon,Kai'Sa,Nautilus,Sylas,0
Lillia,Jhin,Nautilus,Taliyah,K'Sante,Varus,Viego,Leona,Sion,Ryze,0
Gwen,Pantheon,Taliyah,Kai'Sa,Alistar,Azir,Xin Zhao,Jayce,Corki,Poppy,1
Ambessa,Viego,Ahri,Neeko,Xayah,Maokai,K'Sante,Irelia,Braum,Tristana,1
Rumble,Skarner,Azir,Caitlyn,Karma,Sion,Xin Zhao,Taliyah,Lucian,Nami,0
Gwen,Skarner,Viktor,Zeri,Rell,Azir,Ambessa,Maokai,Xayah,Rakan,0
Varus,Aurora,Wukong,Jax,Nautilus,Nocturne,Ahri,Jhin,Rell,Aatrox,0
Naafiri,Rumble,Aurora,Corki,Nautilus,Jayce,Kayn,Galio,Rell,Tristana,1
Vi,Taliyah,Jayce,Alistar,Kai'Sa,Skarner,Kalista,Ahri,Sion,Rakan,1
Lillia,Corki,Wukong,Jhin,Leona,Jayce,Ryze,Viego,Rell,Kai'Sa,1
Xin Zhao,Miss Fortune,Akali,Camille,Neeko,Taliyah,Pantheon,Ambessa,Lucian,Alistar,0
Jayce,Naafiri,Taliyah,Kalista,Renata Glasc,Xin Zhao,Azir,Sion,Ezreal,Karma,1
Xin Zhao,K'Sante,Ezreal,Braum,Viktor,Aurora,Varus,Nocturne,Rell,Corki,1
Naafiri,Renekton,Viktor,Ezreal,Braum,Ambessa,Vi,Ahri,Alistar,Sivir,1
Vi,Gragas,Orianna,Jinx,Nautilus,Renekton,Ahri,Viego,Xayah,Rakan,0
Sejuani,Ambessa,Sylas,Sivir,Lulu,Ashe,Jax,Galio,Brand,Leona,1
Neeko,Kai'Sa,Skarner,Galio,Ambessa,Rumble,Xin Zhao,Taliyah,Varus,Nautilus,1
Pantheon,Taliyah,Ezreal,Camille,Nautilus,Azir,Maokai,Gnar,Xayah,Rell,0
Gwen,Ezreal,Karma,Ahri,Jarvan IV,Pantheon,Aurora,Jayce,Jhin,Rell,1
Gwen,Ezreal,Rell,Corki,Renekton,Varus,Xin Zhao,Alistar,Taliyah,Nidalee,1
Miss Fortune,Wukong,Leona,Camille,Viktor,Ezreal,Xin Zhao,Braum,Rumble,Aurelion Sol,0
Lillia,Orianna,Miss Fortune,K'Sante,Alistar,Renekton,Nocturne,Kassadin,Jinx,Poppy,1
Varus,Jayce,Xin Zhao,Akali,Rakan,Rumble,Rell,Nocturne,Orianna,Sivir,0
Azir,Zyra,Jhin,Leona,Aatrox,Hwei,Maokai,Ashe,Gnar,Bard,0
Yone,Galio,Sejuani,Kai'Sa,Alistar,Pantheon,Taliyah,Rell,Nidalee,Vayne,0
Varus,Vi,Jayce,Alistar,Viktor,Miss Fortune,Xin Zhao,Sion,Leona,Hwei,1
Vi,Ambessa,Ahri,Miss Fortune,Nautilus,Varus,Taliyah,Poppy,Vex,Rell,1
Vi,Jayce,Varus,Akali,Alistar,Gwen,Sejuani,Viktor,Corki,Nautilus,1
Varus,Jarvan IV,Neeko,Irelia,Akali,Jinx,Maokai,Braum,Gnar,Vex,1
Tristana,Vi,Ahri,Soraka,K'Sante,Miss Fortune,Pantheon,Aurora,Braum,Sion,0
Azir,Ivern,Leona,Tristana,Jax,Yone,Sejuani,Alistar,Kai'Sa,Kennen,0
Naafiri,Lillia,Ezreal,Jax,Leona,Nocturne,Orianna,Kai'Sa,Yorick,Braum,0
Taliyah,Jhin,Rakan,Aatrox,Viego,Miss Fortune,Leona,Hwei,Sion,Pantheon,0
Viktor,Xin Zhao,Miss Fortune,Rakan,Sion,Orianna,Naafiri,Rell,Tristana,Aatrox,1
Maokai,Azir,Alistar,Miss Fortune,Gnar,Leona,Ivern,Corki,Ezreal,Akali,0
Rumble,Maokai,Corki,Poppy,Jhin,Vi,Ambessa,Kai'Sa,Hwei,Nautilus,1
Miss Fortune,Vi,Aurora,Bard,Sett,Viego,Syndra,Rell,Jhin,Renekton,1
Jayce,Amumu,Rell,Anivia,Zeri,K'Sante,Skarner,Sylas,Bard,Tristana,1
Yone,Maokai,K'Sante,Tristana,Nautilus,Ambessa,Sejuani,Kai'Sa,Jayce,Braum,1
Varus,Xin Zhao,Ahri,Rell,Ambessa,Ezreal,Maokai,Azir,Nautilus,Renekton,1
Naafiri,Ezreal,Azir,Gnar,Rakan,Taliyah,Ashe,Bel'Veth,Sion,Fiddlesticks,0
Corki,Wukong,Leona,Ornn,Xerath,Tristana,Pantheon,Tahm Kench,Hwei,Gnar,1
Varus,Sejuani,Ambessa,Viktor,Alistar,Rumble,Jhin,Vi,Rakan,Sylas,0
Gwen,Sejuani,Corki,Miss Fortune,Rakan,Yone,Varus,Lillia,Gnar,Rell,1
Jayce,Xin Zhao,Azir,Zeri,Rell,Gwen,Skarner,Aurora,Jhin,Leona,0
Ahri,Xin Zhao,Ashe,Ambessa,Nautilus,Rumble,Azir,Jhin,Pantheon,Alistar,1
Vi,Kai'Sa,Ambessa,Viktor,Bard,Ashe,Naafiri,Renekton,Braum,Sylas,1
Kalista,Leona,Maokai,Orianna,Aatrox,Renekton,Neeko,Kai'Sa,Viktor,Jarvan IV,0
Maokai,Jayce,Azir,Miss Fortune,Rell,Naafiri,Gwen,Taliyah,Nautilus,Ashe,0
Rumble,Skarner,Viktor,Jinx,Lulu,Galio,Xin Zhao,Aatrox,Rakan,Jhin,1
Rumble,Sejuani,Yone,Kai'Sa,Nautilus,Xin Zhao,Ryze,Aurora,Alistar,Xayah,0
Rumble,Jax,Azir,Corki,Rakan,Aurora,Xin Zhao,Aurelion Sol,Alistar,Ezreal,1
Jayce,Elise,Poppy,Varus,Taliyah,Ahri,Kalista,Neeko,Wukong,Yorick,1
Taliyah,Sion,Miss Fortune,Rell,Skarner,Varus,Xin Zhao,Ornn,Nautilus,Azir,1
Gwen,Ezreal,Skarner,Syndra,Bard,Ambessa,Miss Fortune,Lillia,Lulu,Sylas,0
Neeko,Kai'Sa,Yorick,Nocturne,Ahri,Renekton,Pantheon,Ryze,Jhin,Leona,0
Taliyah,Jhin,Gnar,Maokai,Nautilus,Miss Fortune,Sion,Viktor,Jarvan IV,Bard,1
Jayce,Taliyah,Sejuani,Kai'Sa,Alistar,Gwen,Xin Zhao,Varus,Ryze,Rakan,0
Pantheon,Ashe,Neeko,Camille,Ryze,Poppy,Kalista,Ambessa,Rell,Syndra,1
Yone,Skarner,Gwen,Jhin,Alistar,Sejuani,Ambessa,Rumble,Ezreal,Braum,1
Jayce,Nidalee,Ezreal,Aurora,Nautilus,Rumble,Xin Zhao,Jhin,Yone,Rell,1
Kalista,Neeko,Jax,Viktor,Skarner,Renata Glasc,Ashe,Poppy,Kennen,Sylas,0
Xin Zhao,Kai'Sa,Ornn,Sylas,Nautilus,Sion,Pantheon,Taliyah,Varus,Renata Glasc,1
Varus,Viego,Azir,Karma,Sion,Miss Fortune,Lee Sin,LeBlanc,Neeko,Yorick,0
Rumble,Vi,Ahri,Rakan,Kai'Sa,Naafiri,Miss Fortune,Sylas,Ornn,Seraphine,0
Miss Fortune,Ryze,Rell,Gnar,Poppy,Renekton,Azir,Jarvan IV,Corki,Leona,1
Corki,Sejuani,Rell,Nidalee,Sylas,Tristana,Maokai,Gnar,Rakan,Ryze,1
Naafiri,Yorick,Taliyah,Xayah,Alistar,Sejuani,Yone,Kai'Sa,Renekton,Rakan,0
Varus,Zyra,Yone,Gragas,Rell,Ezreal,Wukong,Xin Zhao,Viktor,Alistar,1
Rumble,Lillia,Corki,Ezreal,Braum,Tristana,Yone,Sejuani,Rakan,Aurora,1
Varus,Sejuani,Azir,Alistar,Renekton,Nidalee,Jhin,Nautilus,Corki,Ornn,1
Varus,Rell,Jax,Karthus,Zed,Jhin,Xin Zhao,Ambessa,Taliyah,Nautilus,1
Varus,Sejuani,Taliyah,Aatrox,Alistar,Jhin,Azir,Nidalee,Renekton,Fiddlesticks,1
Ambessa,Naafiri,Orianna,Lulu,Zeri,Gnar,Neeko,Hecarim,Kalista,Sylas,0
Yone,Ivern,Leona,Kai'Sa,Sion,Jayce,Sejuani,Rell,Ezreal,Kayle,0
Varus,Maokai,Sion,Braum,Viktor,Ambessa,Ezreal,Xin Zhao,Leona,Sylas,1
Varus,Poppy,Viktor,Rell,Xin Zhao,Jhin,Vi,Orianna,Rakan,Galio,1
Ahri,Gwen,Naafiri,Braum,Ezreal,Ambessa,Xin Zhao,Taliyah,Leona,Kai'Sa,1
Gwen,Maokai,Tristana,Leona,Corki,Yone,Sejuani,Rumble,Miss Fortune,Nautilus,1
Rumble,Xin Zhao,Ahri,Rakan,Corki,Vi,Gnar,Varus,Sylas,Alistar,1
Azir,Jarvan IV,Miss Fortune,Sion,Neeko,Varus,Taliyah,Lee Sin,Rell,Yorick,0
Sejuani,Rumble,Yone,Miss Fortune,Rell,Varus,Vi,Sion,Alistar,Azir,1
Varus,Zyra,Ambessa,Rell,Azir,Tristana,Sejuani,Ornn,Ryze,Poppy,0
Pantheon,Azir,Cho'Gath,Tristana,Janna,Naafiri,Syndra,Ezreal,Alistar,Trundle,0
Gwen,Taliyah,Renekton,Tristana,Nautilus,Naafiri,Ahri,Lillia,Ezreal,Leona,0
Varus,Sion,Azir,Zyra,Alistar,Yone,Jhin,Lillia,Rell,Gangplank,1
Vi,Taliyah,Kai'Sa,Aatrox,Fiddlesticks,Pantheon,Ahri,Xayah,Ambessa,Blitzcrank,1
Gwen,Jarvan IV,Orianna,Xayah,Nidalee,Jax,Pantheon,Azir,Tristana,Lulu,0
Varus,Xin Zhao,Ahri,Poppy,Alistar,Ezreal,Vi,Taliyah,Gnar,Rakan,0
Sejuani,Corki,Rakan,Aatrox,Viktor,Skarner,Miss Fortune,Neeko,Renekton,Aurelion Sol,0
Vi,Varus,Hwei,Aatrox,Renata Glasc,Corki,Pantheon,Rell,Viktor,Ambessa,1
Ezreal,Xin Zhao,Viktor,Gnar,Poppy,Taliyah,Pantheon,Kai'Sa,Rell,Gwen,0
Vi,Ahri,Ambessa,Jhin,Rakan,Xin Zhao,Yone,Rumble,Kai'Sa,Rell,0
Xin Zhao,Tristana,Taliyah,Sett,Nautilus,Nocturne,Viktor,Xayah,Yorick,Braum,0
Varus,Nautilus,Jax,Akali,Jarvan IV,Rell,Xin Zhao,Sivir,Orianna,Ornn,1
Vi,Ahri,K'Sante,Jinx,Rakan,Taliyah,Corki,Poppy,Gnar,Nautilus,0
Xin Zhao,Rumble,Azir,Sivir,Lulu,Gwen,Pantheon,Taliyah,Ezreal,Alistar,1
Kalista,Maokai,Renata Glasc,Swain,Renekton,Miss Fortune,Vi,Ahri,Neeko,Aatrox,0
Kalista,Hwei,Renata Glasc,Wukong,Gnar,Poppy,Varus,Ahri,Naafiri,Sion,0
Miss Fortune,Gnar,Rell,Aurelion Sol,Diana,Varus,Sion,Naafiri,Viktor,Renata Glasc,0
Ambessa,Wukong,Ahri,Miss Fortune,Leona,Vi,Ezreal,Taliyah,Camille,Alistar,0
Varus,Xin Zhao,Sion,Viktor,Rakan,Maokai,Jhin,Azir,Gnar,Alistar,1
Rell,Caitlyn,Ornn,Sylas,Viego,Alistar,Kai'Sa,Cassiopeia,Yone,Dr. Mundo,0
Corki,K'Sante,Nautilus,Orianna,Dr. Mundo,Gragas,Skarner,Aurora,Leona,Kai'Sa,1
Gwen,Sejuani,Yone,Caitlyn,Braum,Ambessa,Corki,Lillia,Rell,Ezreal,1
Rumble,Nocturne,Zed,Senna,Ornn,Taliyah,Naafiri,Kalista,Ambessa,Rell,0
Ryze,Alistar,Jhin,Xin Zhao,Aurora,Rumble,Miss Fortune,Nautilus,Pantheon,Azir,0
Rumble,Nocturne,Corki,Jhin,Leona,Taliyah,Naafiri,Sion,Miss Fortune,Alistar,1
Varus,Xin Zhao,Jayce,Sylas,Rakan,Ambessa,Vi,Ashe,Azir,Poppy,1
Yone,Sejuani,Neeko,Kai'Sa,K'Sante,Jayce,Ashe,Lillia,Gragas,Ornn,0
Tristana,Lillia,Sion,Rell,Jhin,Naafiri,Aurora,Aatrox,Kai'Sa,Nautilus,0
Naafiri,Ahri,Ambessa,Kai'Sa,Neeko,Xin Zhao,Taliyah,Gwen,Rakan,Xayah,1
Azir,Sejuani,Ambessa,Miss Fortune,Alistar,Xin Zhao,Jayce,Ahri,Ezreal,Rakan,1
Azir,Naafiri,Ezreal,Alistar,Ornn,Rumble,Xin Zhao,Ahri,Kai'Sa,Nautilus,0
Rumble,Pantheon,Sylas,Alistar,Ezreal,Jayce,Sejuani,Miss Fortune,Viktor,Rell,0
Varus,Nidalee,Renekton,Viktor,Rell,Viego,Jhin,Nautilus,Ryze,Sion,1
Viktor,Wukong,Renekton,Jinx,Lulu,Sylas,Sejuani,Jax,Zeri,Yuumi,0
